#TAXONOMY,Kindom,Phylum,Class,Order,Family,Genus,Species
541135,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4319686,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
759061,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia, 
842284,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Dyella, 
4350499,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
4483269,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
828844,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, , 
1059957,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4251078,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
4316932,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, , , 
1097961,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
315994,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, , 
1123222,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
532569,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, lwoffii
2356875,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
8028,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Rickettsiella, 
792078,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , 
553414,Bacteria, TM7, TM7-1, , , , 
4330849,Bacteria, SR1, , , , , 
929312,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseomonas, mucosa
322361,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Megamonas, 
4405482,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
557799,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
238484,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, , 
938146,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , 
577260,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
959929,Bacteria, Proteobacteria, Deltaproteobacteria, MIZ46, , , 
183011,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Citricoccus, alkalitolerans
4458373,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
4405879,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, 
1147253,Bacteria, TM6, SJA-4, , , , 
915428,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, , 
266510,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
835964,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
239358,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
392994,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
720949,Bacteria, Firmicutes, Bacilli, Bacillales, , , 
3275744,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum, 
289709,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4346675,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
1111500,Bacteria, Gemmatimonadetes, Gemm-3, , , , 
4369372,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
174850,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
704830,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Geodermatophilus, obscurus
542429,Bacteria, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Ureaplasma, 
4375442,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, 
462461,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
92721,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
276110,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
343407,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , 
2660128,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter, 
1109030,Bacteria, Aquificae, Aquificae, Aquificales, Aquificaceae, , 
2575787,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Epulopiscium, 
934651,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, 
564487,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
4459631,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, , 
919898,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4354477,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
332717,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
580625,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
4417848,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
1140843,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas, 
952203,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
525966,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
3453734,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
4372534,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
2750874,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
810889,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
4454552,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
424721,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
591722,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
4430639,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
537871,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
593108,Bacteria, [Thermi], Deinococci, Deinococcales, Deinococcaceae, Deinococcus, 
4437515,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
817926,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
504674,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
383885,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
366641,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
3855116,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
189403,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Ruminococcus], gnavus
153544,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
546384,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Trabulsiella, 
1036271,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
314848,Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix, 
4474951,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, parvula
4111715,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
734269,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, 
4391262,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
505670,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], WAL_1855D, 
807728,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
100877,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
134616,Bacteria, Chloroflexi, Ellin6529, , , , 
162188,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, , 
4396338,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, , 
819875,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, dispersa
4437422,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, , 
334409,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
926370,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
558682,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
4427701,Bacteria, TM7, TM7-3, , , , 
922095,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
445144,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, S24-7, , 
817888,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
4369105,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, 
2901970,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4328006,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, , 
4327769,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Leucobacter, 
560629,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Proteus, 
510182,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
186841,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
13437,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1106060,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, , 
969707,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4426763,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
104155,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, Nevskia, ramosa
586066,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
1141821,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, , 
821080,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
254211,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Sporichthyaceae, , 
962010,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
312685,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
4393071,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, 
154567,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Geodermatophilus, 
152001,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, aureus
567669,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Kocuria, palustris
140235,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, 
1079708,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
1001982,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Hymenobacter, 
4296858,Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Cardiobacterium, 
513500,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4440404,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, cinerea
875245,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4343392,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , 
208315,Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Phormidiaceae, Phormidium, 
188850,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
1036307,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
128227,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
639767,Bacteria, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Ureaplasma, 
430691,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4430561,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
240252,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acidocella, 
292145,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
1111449,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, acidaminiphila
336214,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, , 
198893,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
2680713,Bacteria, Cyanobacteria, Chloroplast, Streptophyta, , , 
679178,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, , , 
358670,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1107639,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Alcanivorax, 
196942,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
3548595,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
2990918,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Collinsella, stercoris
534922,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, , 
362308,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
1143319,Bacteria, Cyanobacteria, Chloroplast, Streptophyta, , , 
578401,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4400372,Bacteria, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Thermoactinomyces, 
588605,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Arthrobacter, 
4307484,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
829186,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
348680,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
885560,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
251247,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
4395040,Bacteria, Acidobacteria, Solibacteres, Solibacterales, [Bryobacteraceae], , 
210800,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
113717,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
389854,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, 
4384058,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella, 
1962473,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Wandonia, 
808837,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, 
187489,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
810672,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, CandidatusRhodoluna, 
523577,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Gallicola, 
4443986,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
4451251,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Atopobium, 
4451252,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
4470874,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, , 
9232,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
829240,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, , 
186139,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
232312,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
4349867,Bacteria, Tenericutes, Mollicutes, RF39, , , 
2469654,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
627481,Bacteria, TM7, TM7-3, I025, Rs-045, , 
589489,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
3801267,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, parvula
218267,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
376621,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], 1-68, 
1660334,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
106027,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
719608,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , 
62970,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
1112680,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, 
965500,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4422565,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, ochracea
4462244,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, 
451696,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, 
786876,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Elizabethkingia, meningoseptica
4337090,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
870762,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae, , 
698236,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Pseudonocardiaceae, Actinomycetospora, 
569389,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
587601,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
169755,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseococcus, 
193343,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
495017,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
178965,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
927202,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
4384124,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Collinsella, aerofaciens
239262,Bacteria, Cyanobacteria, Synechococcophycideae, Synechococcales, Synechococcaceae, Synechococcus, 
14159,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
610111,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
4364652,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, 
133892,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
1111342,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
4407225,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
298427,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
164904,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
801399,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
368097,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Kocuria, 
41451,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
4329518,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
4164931,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, 
70887,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
138570,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, Friedmanniella, 
724665,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Intrasporangiaceae, Kytococcus, 
40101,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, 
1138448,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus, 
137007,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
242389,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Intrasporangiaceae, Arsenicicoccus, 
4376230,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
44440,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, 
495788,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
939157,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
136755,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
202238,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
996116,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
804705,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1029187,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
1068082,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
537279,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
900973,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, , 
677680,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
289883,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
4376236,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4332687,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
353616,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
217972,Bacteria, Acidobacteria, Sva0725, Sva0725, , , 
329286,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
367688,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
198273,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnobacterium, 
526614,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
198270,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
3096648,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, 
826611,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, CandidatusRhodoluna, 
4310500,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
164612,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
641891,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
79151,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
4212795,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, , 
1115110,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, , , 
435928,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, , 
137916,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, , 
1000269,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
280567,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
1117908,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
137594,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, , 
330353,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
81611,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
625159,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
584176,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, rhizosphaerae
109591,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Dermabacteraceae, Dermabacter, 
999932,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
175931,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, 
930014,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Pseudochrobactrum, 
1011857,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Sulfuritalea, 
4334976,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, 
4421341,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
